gene,IR1_S64_L001,IR1_S64_L002,IR2_S65_L001,IR2_S65_L002,IR3_S66_L001,IR3_S66_L002,IR4_S67_L001,IR4_S67_L002,IR5_S68_L001,IR5_S68_L002,IR6_S69_L001,IR6_S69_L002,IR7_S70_L001,IR7_S70_L002,IR8_S71_L001,IR8_S71_L002,IR9_S72_L001,IR9_S72_L002,RN1_S55_L001,RN1_S55_L002,RN2_S56_L001,RN2_S56_L002,RN3_S57_L001,RN3_S57_L002,RN4_S58_L001,RN4_S58_L002,RN5_S59_L001,RN5_S59_L002,RN6_S60_L001,RN6_S60_L002,RN7_S61_L001,RN7_S61_L002,RN8_S62_L001,RN8_S62_L002,RN9_S63_L001,RN9_S63_L002
LOC_Os09g37600.MSUR7,13,10,9,14,22,21,9,0,0,0,0,0,58,48,40,40,33,45,5,6,5,9,20,34,21,24,24,21,19,21,40,53,58,33,15,13
LOC_Os09g38239.MSUR7,8,12,7,10,16,12,3,2,12,3,8,2,15,9,14,6,10,5,12,9,10,13,25,9,4,8,4,10,7,8,3,3,2,9,7,3
LOC_Os09g39410.MSUR7,14,20,14,9,14,9,0,0,0,4,3,0,39,29,24,39,19,32,0,0,9,6,16,20,21,28,16,23,19,15,58,60,96,98,28,30
LOC_Os10g02380.MSUR7,127,139,163,142,229,242,4,4,9,0,5,6,253,222,417,412,169,192,45,23,57,75,98,105,53,60,31,35,50,71,93,110,152,172,16,27
LOC_Os10g04270.MSUR7,15,19,21,33,31,25,0,0,6,5,0,4,29,37,34,26,33,33,12,19,32,23,27,32,23,18,18,13,27,27,54,43,61,68,19,29
LOC_Os10g07480.MSUR7,13,17,8,9,13,20,0,4,3,3,3,4,36,43,22,29,26,18,10,0,8,8,10,12,20,13,17,10,17,15,48,52,34,54,25,25
LOC_Os10g08780.MSUR7,61,52,55,76,80,90,3,10,6,5,9,9,142,172,135,138,110,146,21,20,25,26,57,50,52,67,37,43,69,51,136,175,208,238,56,51
LOC_Os10g11730.MSUR7,13,0,17,20,27,23,5,0,0,0,0,0,24,22,20,20,11,13,15,6,21,18,19,36,23,23,15,16,24,12,46,48,70,72,16,20
LOC_Os10g19200.MSUR7,5,8,3,7,5,14,3,0,3,0,0,4,24,31,23,12,20,13,6,8,11,8,7,10,10,10,12,4,7,9,10,15,30,28,13,10
LOC_Os10g20610.MSUR7,32,25,37,24,20,32,27,26,29,20,13,18,0,8,7,13,0,0,15,16,26,9,18,19,17,30,11,9,19,24,9,13,10,8,7,11
LOC_Os10g21248.MSUR7,10,7,12,7,3,19,6,5,3,5,9,6,3,5,1,3,3,4,9,10,5,7,13,5,6,14,9,7,12,11,3,2,0,6,1,5
LOC_Os10g21236.MSUR7,25,45,30,31,26,20,22,24,12,10,27,20,4,0,2,0,2,2,24,22,23,21,12,17,19,20,12,15,17,14,1,5,0,2,1,2
LOC_Os10g21238.MSUR7,18,41,30,19,40,41,8,13,21,21,24,24,15,10,0,5,20,20,30,26,28,30,20,30,35,29,42,26,29,33,15,11,9,0,15,6
LOC_Os10g21266.MSUR7,3,8,3,10,5,4,7,7,6,4,7,6,3,1,5,4,6,4,6,3,5,5,10,4,2,4,2,4,3,6,0,8,7,3,2,1
LOC_Os10g21312.MSUR7,12,7,9,7,14,8,4,10,5,10,13,11,3,0,2,1,3,0,6,8,6,4,3,6,5,6,7,7,2,3,3,0,0,2,2,2
LOC_Os10g22330.MSUR7,0,21,10,17,28,21,10,4,0,0,6,0,32,31,32,29,39,43,37,45,49,33,51,27,44,59,35,30,50,58,82,68,62,60,59,36
LOC_Os10g22590.MSUR7,127,141,126,134,197,185,30,17,35,30,31,26,291,300,355,396,276,245,65,84,105,91,131,151,140,149,136,121,175,175,310,284,412,422,210,207
LOC_Os10g25090.MSUR7,68,63,76,65,117,92,5,0,15,10,10,8,198,206,205,161,147,169,25,23,36,24,38,37,31,55,42,38,52,35,120,120,213,192,69,80
LOC_Os10g25230.MSUR7,6,9,13,8,2,7,2,2,5,3,5,3,48,40,59,38,22,25,4,5,5,3,3,10,2,0,2,5,5,5,19,22,7,8,32,40
LOC_Os10g28080.MSUR7,126,131,97,133,125,154,123,118,143,105,85,96,99,95,89,98,102,81,300,291,295,266,333,410,223,286,185,219,243,232,131,113,138,128,91,95
LOC_Os10g28350.MSUR7,0,17,18,13,15,15,30,17,20,30,0,0,27,22,13,11,13,11,26,17,31,34,39,21,15,18,12,18,13,13,0,0,5,0,10,5
LOC_Os10g30390.MSUR7,21,9,16,11,13,9,37,18,19,18,26,16,28,29,5,0,44,47,38,51,45,38,50,78,15,25,20,9,32,25,14,15,12,10,11,16
LOC_Os10g31530.MSUR7,60,41,38,34,66,53,6,14,12,17,22,13,148,218,158,146,139,160,8,8,10,14,10,5,38,29,28,33,24,20,117,90,124,130,20,32
LOC_Os10g31540.MSUR7,21,14,13,18,36,15,5,4,3,2,5,9,67,52,30,35,55,46,3,5,4,3,8,7,14,24,23,17,19,27,29,42,46,64,10,9
LOC_Os10g31740.MSUR7,7,15,10,17,21,11,0,0,0,0,3,0,22,26,25,34,18,23,6,13,9,10,11,9,20,20,11,12,18,19,26,45,36,47,27,20
LOC_Os10g32810.MSUR7,18,15,26,15,12,28,0,0,0,5,7,0,30,39,19,23,23,25,9,9,9,8,9,13,29,15,33,18,23,19,39,35,72,58,33,26
LOC_Os10g32980.MSUR7,25,49,54,52,80,77,3,7,5,19,0,9,154,175,225,225,185,184,13,16,25,23,26,33,50,41,32,44,45,40,120,131,223,260,63,54
LOC_Os10g33760.MSUR7,30,32,31,34,53,41,5,12,4,0,0,5,67,63,103,95,53,47,5,5,9,9,0,20,9,12,18,14,12,11,46,57,55,49,35,50
LOC_Os10g33862.MSUR7,19,19,16,21,13,27,7,5,8,0,0,0,34,39,33,29,32,40,8,14,11,8,0,8,9,10,6,10,0,0,9,13,7,22,15,9
LOC_Os10g35210.MSUR7,15,12,11,6,10,7,0,7,0,3,0,0,19,15,22,29,15,11,8,13,13,10,15,15,23,14,18,21,23,18,20,35,25,24,24,19
LOC_Os10g36060.MSUR7,31,31,19,35,34,34,6,12,7,0,5,0,90,99,88,69,71,63,23,13,19,32,31,45,35,46,25,32,34,33,72,67,135,162,38,62
LOC_Os10g36500.MSUR7,3,3,2,2,2,2,0,3,0,0,0,0,10,18,8,8,11,12,2,3,2,3,3,4,4,4,6,2,0,5,10,22,30,30,7,3
LOC_Os10g36880.MSUR7,9,13,10,14,26,12,6,0,4,0,0,0,16,15,33,21,26,15,11,4,13,8,10,10,7,10,6,8,21,13,23,17,26,39,7,12
LOC_Os10g36924.MSUR7,41,39,38,30,53,42,0,4,7,9,0,8,124,149,119,132,116,104,89,105,108,110,181,179,122,124,92,99,128,133,186,189,290,281,99,110
LOC_Os10g37660.MSUR7,0,8,13,7,0,0,0,10,7,5,7,0,47,44,63,52,25,27,10,7,4,12,10,15,0,10,7,5,4,7,17,23,14,12,19,18
LOC_Os10g38080.MSUR7,3,8,11,9,25,20,3,3,0,2,6,2,31,25,32,31,26,35,3,9,6,5,16,15,25,22,10,16,19,13,25,29,26,41,23,17
LOC_Os10g38110.MSUR7,9,15,9,8,12,8,14,20,0,11,5,3,8,3,9,15,3,12,10,13,8,10,21,18,29,18,7,10,19,17,0,5,13,0,4,5
LOC_Os10g38160.MSUR7,16,9,18,19,22,19,20,19,27,32,37,29,35,39,75,42,29,31,26,43,35,35,31,26,23,18,28,27,21,24,14,9,9,15,9,11
LOC_Os10g38272.MSUR7,25,27,22,17,36,48,19,23,29,15,27,25,13,13,9,7,14,9,32,19,20,22,30,26,38,36,31,37,20,23,8,12,9,8,11,0
LOC_Os10g38276.MSUR7,28,19,28,23,25,26,13,16,17,14,29,29,3,2,3,2,3,2,17,25,22,16,27,32,22,23,13,12,13,14,0,2,1,2,2,0
LOC_Os10g38580.MSUR7,26,14,14,27,22,52,0,0,0,4,4,0,43,31,46,46,34,27,0,9,15,19,28,21,27,25,34,14,30,22,43,41,71,75,15,15
LOC_Os10g38670.MSUR7,184,166,176,218,322,348,28,17,22,20,18,15,233,214,348,362,159,163,73,88,120,126,173,181,108,104,91,95,114,143,202,215,323,318,88,94
LOC_Os10g38880.MSUR7,5,7,8,8,7,2,2,2,0,0,2,2,18,20,26,18,18,11,7,3,2,5,6,4,10,9,5,9,12,9,28,16,43,42,5,11
LOC_Os10g39100.MSUR7,42,40,35,37,37,25,40,43,34,30,23,25,39,39,63,54,29,18,68,84,79,66,50,51,52,62,47,50,38,31,19,19,17,20,36,26
LOC_Os10g40460.MSUR7,29,31,25,26,80,52,0,0,0,0,0,0,31,18,32,29,8,7,3,3,4,7,10,7,4,3,9,4,7,16,46,16,48,52,13,13
LOC_Os10g40430.MSUR7,3,7,8,8,16,18,4,5,3,3,5,26,24,22,42,27,15,16,5,13,9,10,9,6,22,25,14,14,9,13,134,108,171,156,52,65
LOC_Os10g40480.MSUR7,17,16,11,12,27,32,0,0,0,0,0,0,76,96,84,61,69,84,3,8,17,13,32,29,14,8,8,8,15,8,85,83,148,175,18,23
LOC_Os10g40510.MSUR7,252,256,252,224,310,306,53,53,61,55,73,69,1744,1729,1936,1873,1717,1679,121,149,184,159,298,296,927,830,733,722,970,968,3326,3193,5185,5036,1132,1100
LOC_Os10g40520.MSUR7,65,90,73,101,153,124,9,3,7,7,5,3,254,238,390,359,171,183,28,40,57,47,97,119,121,91,80,75,97,68,421,428,777,774,142,156
LOC_Os10g40530.MSUR7,373,320,333,357,572,538,21,21,19,27,42,28,1054,1005,1906,1864,719,691,149,144,244,229,396,387,373,411,316,290,345,385,1323,1295,2295,2303,544,518
LOC_Os10g40550.MSUR7,15,22,22,15,21,18,3,4,5,0,7,8,73,83,55,66,73,55,50,41,48,57,45,42,27,25,34,24,27,18,35,43,51,43,30,22
LOC_Os10g40614.MSUR7,20,21,29,23,39,46,2,5,0,7,10,12,55,61,92,73,77,61,24,18,28,33,24,41,37,30,23,30,21,32,73,86,109,117,42,26
LOC_Os10g40700.MSUR7,69,88,98,91,151,146,10,0,0,0,9,8,212,209,269,284,157,196,60,43,70,71,113,112,67,65,63,58,76,64,205,192,325,323,68,78
LOC_Os10g40710.MSUR7,76,80,97,75,125,102,9,3,5,9,5,11,147,125,141,155,135,113,87,93,134,137,145,148,97,82,93,77,81,95,252,302,443,468,130,146
LOC_Os10g40720.MSUR7,41,41,49,37,70,55,4,0,0,9,13,4,94,93,150,156,82,76,15,25,21,17,43,26,27,54,26,33,40,54,103,96,173,166,38,73
LOC_Os10g40730.MSUR7,78,67,80,80,127,116,9,0,0,11,10,0,196,195,209,206,132,116,41,35,73,68,73,69,89,88,99,85,80,85,179,146,262,264,66,76
LOC_Os10g40810.MSUR7,22,21,19,32,36,34,0,7,0,4,0,3,35,47,38,37,41,52,0,7,21,19,16,14,22,12,18,19,16,20,41,54,57,81,29,18
LOC_Os10g40934.MSUR7,413,391,324,363,396,394,423,397,459,534,293,252,218,272,175,224,253,253,397,428,360,366,401,396,499,456,374,366,419,445,169,191,219,216,160,202
LOC_Os10g41040.MSUR7,43,36,37,34,53,43,51,54,68,56,24,20,46,74,94,97,48,53,20,26,25,17,18,17,26,53,35,41,35,31,10,16,6,15,13,14
LOC_Os10g41980.MSUR7,3844,3847,3683,3845,3687,3587,2348,2279,2574,2677,2041,2051,968,933,782,834,861,842,2485,2413,2569,2553,2463,2527,2486,2486,1880,1962,2704,2550,765,764,612,588,810,790
LOC_Os10g41999.MSUR7,2003,2027,2112,1982,2038,2002,1620,1599,1739,1696,1168,1191,483,427,564,554,369,379,947,954,1063,981,968,956,1161,1099,897,928,1148,1175,193,193,158,165,183,217
LOC_Os10g42030.MSUR7,22,16,8,0,13,13,0,11,15,13,13,11,0,0,9,8,0,0,18,25,18,18,18,19,23,15,11,15,27,21,5,4,4,8,2,6
LOC_Os10g42040.MSUR7,36,52,60,58,50,47,33,33,28,37,35,31,24,21,40,31,17,7,34,28,40,60,47,44,23,39,39,35,47,40,0,4,9,4,8,7
LOC_Os10g42690.MSUR7,13,16,11,13,17,19,5,0,6,8,0,0,58,34,54,67,35,43,15,19,14,17,13,16,15,10,12,14,10,16,33,45,33,40,20,19
LOC_Os11g01340.MSUR7,17,12,8,6,35,28,0,0,0,0,0,0,46,42,29,23,46,32,8,5,8,5,12,9,12,7,9,8,13,7,26,31,34,59,8,20
LOC_Os11g01570.MSUR7,13,20,13,12,20,30,4,0,0,0,4,5,64,63,75,86,65,41,5,0,7,8,14,0,23,20,5,0,12,23,59,44,85,125,23,30
LOC_Os11g01610.MSUR7,8,25,7,5,9,10,5,6,8,8,10,7,81,77,74,71,45,48,7,9,12,9,12,5,5,16,5,10,9,7,45,31,22,47,28,30
LOC_Os11g01740.MSUR7,29,21,21,24,22,28,0,7,13,5,0,0,70,40,44,56,38,41,13,14,8,10,22,22,18,21,13,11,15,14,52,49,74,72,17,29
LOC_Os11g02100.MSUR7,74,77,61,50,70,55,36,34,58,38,35,37,14,24,35,28,12,11,154,127,151,136,102,102,123,105,91,80,99,87,13,16,19,15,15,9
LOC_Os11g02130.MSUR7,5,8,7,10,10,16,8,0,0,11,0,13,60,60,49,54,56,56,14,10,15,11,10,14,0,12,8,7,13,0,22,22,25,20,23,7
LOC_Os11g02290.MSUR7,10,4,4,7,11,3,0,0,0,0,2,0,8,9,7,9,11,7,20,18,30,30,34,31,17,8,13,10,14,7,19,28,26,33,15,14
LOC_Os11g03290.MSUR7,129,134,152,129,153,132,71,61,64,77,49,53,404,442,420,495,368,367,25,25,43,38,47,43,62,67,37,33,56,36,305,296,306,300,224,230
LOC_Os11g04380.MSUR7,10,8,6,5,8,9,0,0,0,2,4,0,13,10,10,7,14,9,2,3,7,10,0,5,4,4,2,2,4,3,9,10,16,16,8,3
LOC_Os11g04720.MSUR7,122,117,126,128,137,129,54,44,54,56,37,34,132,123,94,99,105,110,31,39,36,50,50,60,29,54,15,25,42,41,246,244,174,152,289,281
LOC_Os11g05470.MSUR7,21,19,18,9,35,35,9,0,7,7,3,0,145,176,108,115,165,146,10,10,10,13,8,13,9,18,8,7,13,9,94,84,73,64,73,62
LOC_Os11g05730.MSUR7,132,147,138,123,127,130,81,75,71,78,103,97,121,130,114,116,98,129,75,82,81,65,89,61,15,35,22,22,32,25,38,21,47,43,23,10
LOC_Os11g06150.MSUR7,102,92,83,85,54,67,85,90,105,138,105,76,126,153,319,313,84,79,63,67,67,62,55,49,104,95,96,76,75,81,41,32,23,27,43,37
